,02-Sep-2026
The Nifty witnessed an intraday movement of about 127.65 points.The closing index was 0.59 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115184.52
, Traded Quantity (in Lakhs), 49579.15
, Number of Trades, 38764448
, Total Market Capitalisation (Rs. Crores), 48624627.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,MODIS,EQ,       379.10,                  9398673.75,24944
,MODISONLTD,EQ,       520.65,                434433266.65,822776
,MODTHREAD,EQ,        52.61,                    93495.57,1791
,MOENERGY,EQ,        38.19,                  7435895.50,195264
,MOGOLD,EQ,       148.10,                  6993050.70,47239
,MOGSEC,EQ,        65.39,                  3406112.66,52315
,MOHEALTH,EQ,        52.02,                  4282550.81,83006
,MOHITE,EQ,         2.96,                    90101.66,29651
,MOHITIND,EQ,        23.72,                   230818.32,9634
,MOIL,EQ,       250.72,                125754837.58,503390
,MOINFRA,EQ,        58.23,                   275562.12,4758
,MOIPO,EQ,        48.32,                   363199.55,7530
,MOKSH,EQ,        10.15,                  1384235.14,134879
,MOL,EQ,        65.75,                149699856.12,2295235
,MOLBIO,EQ,      1107.80,               2055297654.60,1874333
,MOLDTECH,BE,       202.38,                 27116535.26,135934
,MOLDTKPAC,EQ,       694.55,                 28796876.90,41442
,MOLOWVOL,EQ,        35.98,                   791319.53,21973
,MOM100,EQ,        67.97,                 30518948.10,450687
,MOM30IETF,EQ,        31.15,                 30951586.04,997656
,MOM50,EQ,       250.39,                  1237178.84,4950
,MOMENTUM,EQ,        31.04,                  3054406.70,98792
,MOMENTUM30,EQ,        30.63,                   387276.26,12686
,MOMENTUM50,EQ,        54.08,                 18306858.54,339246
,MOMETAL,EQ,        13.15,                   118405.74,9072
,MOMGF,EQ,       161.80,                   524167.98,3235
,MOMIDMTM,EQ,        64.09,                  5270879.97,82218
,MOMMIDCAP,EQ,        12.98,                 23001469.89,1774384
,MOMNC,EQ,        32.29,                  2471447.57,76973
,MOMOMENTUM,EQ,        61.83,                  3796021.77,61532
,MON100,EQ,       328.83,                185285127.16,563732
,MON50EQUAL,EQ,        33.13,                   320163.85,9715
,MONARCH,EQ,       372.40,                 17734830.20,47758
,MONEXT50,EQ,        73.04,                  1162993.74,16074
,MONEYBOXX,EQ,        56.00,                  4601122.04,81508
,MONIFTY100,EQ,        25.21,                   821978.06,32667
,MONIFTY500,EQ,        23.73,                  9784645.66,412362
,MONOLITH,SM,      1256.70,                 72467375.00,60000
,MONOPHARMA,SM,         8.95,                    17900.00,2000
,MONQ50,EQ,       144.06,                  4321367.82,29997
,MONTECARLO,EQ,       544.20,                 16812510.35,31016
,MOOILGAS,EQ,        11.18,                    36303.29,3250
,MOPSE,EQ,        98.52,                   960779.14,9743
,MOQUALITY,EQ,       199.66,                   577400.84,2910
,MOREALTY,EQ,        88.68,                 76748563.38,871418
,MOREPENLAB,EQ,       111.97,               3990612928.27,36392769
,MOS,ST,         8.30,                  2390400.00,288000
,MOSCHIP,EQ,       215.84,                386377505.98,1794518
,MOSERVICE,EQ,        30.61,                    80162.29,2616
,MOSILVER,EQ,       222.79,                  6215161.83,27875
,MOSMALL250,EQ,        18.30,                 16094943.62,879562
,MOTILALOFS,EQ,      1017.60,               1053837836.10,1044243
,MOTISONS,EQ,        15.43,                447096735.39,28644230
,MOTOGENFIN,BE,        27.51,                   504899.74,18373
,MOTOUR,EQ,        77.00,                  1366463.62,17769
,MOVALUE,EQ,       112.33,                  8811454.16,78617
,MOXSH,SM,       103.60,                   344960.00,3200
,MPDL,BE,        31.65,                    54619.10,1792
,MPEL,ST,        24.85,                   652080.00,25600
,MPHASIS,EQ,      2480.00,               2237148664.90,900566
,MPSLTD,EQ,      2594.60,                 35989562.10,13801
,MRF,EQ,    131880.00,                558705410.00,4254
,MRPL,EQ,       175.22,               1695293745.38,9772096
,MSCI360,EQ,        10.07,                    90207.36,8982
,MSCIADD,EQ,        29.41,                    15656.71,534
,MSCIINDIA,EQ,        29.74,                   502458.93,16934
,MSL,EQ,       137.53,                    37415.06,272
,MSPL,EQ,        36.14,                 52702258.01,1475581
,MSTCLTD,EQ,       711.75,                118981216.15,166202
,MSUMI,EQ,        36.60,                212318266.06,5800135
,MTARTECH,BE,      6872.00,                661706526.50,97570
,MTEDUCARE,BE,         1.75,                    31305.33,17930
,MTNL,EQ,        26.43,                 10555024.72,398024
,MUFIN,EQ,       134.65,                 61837209.50,460508
,MUFTI,EQ,        72.13,                  7110776.01,98065
,MUKANDLTD,EQ,       134.18,                  6431934.99,47819
,MUKESHB,EQ,       133.76,                    69378.08,507
,MUKKA,EQ,        26.85,                 26125422.92,966096
,MUKTAARTS,BE,        57.50,                    46038.60,805
,MULTICAP,EQ,        16.68,                  1236932.40,74278
,MUNISH,SM,        83.15,                  5866320.00,69600
,MUNJALAU,EQ,       113.44,                 43918137.47,386696
,MUNJALSHOW,EQ,       129.20,                  3511438.93,27263
,MURUDCERA,EQ,        29.88,                   316441.14,10584
,MUTHOOTCAP,EQ,       241.22,                  2719143.73,11241
,MUTHOOTMF,EQ,       203.20,                 57993495.87,289137
,MVELECTRO,EQ,       686.05,               1012225582.80,1444414
,MVGJL,EQ,       161.76,                 13695561.99,84333
,MVKAGRO,SM,       214.40,                 20775360.00,96900
,MWL,EQ,        39.20,                 22799614.29,584088
,MYSORPETRO,BE,       120.05,                  1852554.42,15331
,NACLIND,EQ,       167.40,                 39414602.37,236134
,NAGREEKCAP,EQ,        23.24,                     7216.76,312
,NAGREEKEXP,EQ,        21.35,                   437984.97,20300
,NAHARCAP,EQ,       258.80,                   328895.95,1289
,NAHARINDUS,EQ,       133.86,                  1311254.62,9869
,NAHARPOLY,EQ,       250.37,                  2368536.25,9520
,NAHARSPING,EQ,       294.95,                  6510741.65,21882
,NAM-INDIA,EQ,      1171.50,               1856368012.40,1599776
,NAMAN,SM,        40.00,                    65200.00,1600
,NAMOEWASTE,ST,       264.00,                  3784680.00,14400
,NARMADA,EQ,        13.63,                  2949857.62,216101
,NATCAPSUQ,EQ,       216.18,                  6991096.64,32916
,NATCOPHARM,EQ,       843.25,                397680774.70,472795
,NATHBIOGEN,EQ,       152.55,                   734889.54,4814
,NATIONALUM,EQ,       370.00,               1646979920.15,4447742
,NATIONSTD,EQ,       103.94,                  2700339.47,25843
,NAUKRI,EQ,      1343.70,               1940878804.20,1456671
,NAVA,EQ,       560.75,                 60798511.00,108634
,NAVINFLUOR,EQ,      8542.50,               1842422589.00,217819
,NAVKARCORP,EQ,        95.47,                 17010369.68,178227
,NAVKARURB,BE,         0.89,                  1162299.69,1313053
,NAVNETEDUL,EQ,       133.91,                 47178821.81,356332
,NAZARA,EQ,       366.00,                310127589.60,851024
,NBCC,EQ,        85.00,                358623697.24,4241099
,NBIFIN,EQ,      1986.20,                   875377.80,444
,NCC,EQ,       142.53,                257396676.37,1800066
,NCLIND,EQ,       174.94,                  7431020.02,42536
,NDGL,EQ,      2743.90,                   421129.40,153
,NDL,EQ,         2.85,                  2599141.01,915190
,NDLVENTURE,EQ,       120.91,                   465211.80,3844
,NDRAUTO,EQ,       719.15,                  7329092.75,10211
,NDTV,EQ,        70.84,                  5365138.99,76014
,NECCLTD,BE,        16.90,                  9149332.15,541572
,NECLIFE,EQ,        12.31,                  3703323.58,306974
,NEELAM,SM,         6.65,                   642300.00,96000
,NELCAST,EQ,       117.58,                  8737348.41,74954
,NELCO,EQ,       929.65,                181174629.45,193155
,NEOGEN,EQ,      2136.40,                134506156.00,62823
,NEPHROCARE,SM,        97.00,                  5052520.00,54000
,NEPHROPLUS,EQ,       692.70,                116198321.30,168797
,NEPTUNE,SM,       178.50,                   178525.00,1000
,NESCO,EQ,      1038.40,                 20018998.30,19259
,NETF,EQ,       261.30,                   290883.08,1117
,NETWEB,EQ,      5110.00,               6529850636.50,1273170
,NETWORK18,EQ,        27.24,                126703041.25,4631562
,NEUEON,BE,        11.45,                   928294.71,80587
,NEULANDLAB,EQ,     22960.00,                914676040.00,39701
,NEWGEN,EQ,       519.30,                339840465.20,652094
,NEWJAISA,ST,        18.05,                    54525.00,3000
,NEXT30ADD,EQ,        42.60,                   331272.58,7799
,NEXT50,EQ,       752.34,                 45380648.64,60614
,NEXT50ADD,EQ,        73.56,                   313396.35,4293
,NEXT50BETA,EQ,        79.27,                 15641680.76,200059
,NEXT50ETF,EQ,        73.37,                  1298473.76,17794
,NEXT50IETF,EQ,        76.96,                 62112155.85,812202
,NEXTMEDIA,EQ,         4.21,                   195346.35,46900
,NFL,EQ,        69.98,                 29140676.19,417453
,NFPSAMPOOR,SM,        21.45,                   334200.00,16000
,NGIL,EQ,        39.41,                    34036.26,863
,NGLFINE,EQ,      2688.70,                 29883578.30,11220
,NH,EQ,      1922.70,                582199049.00,302703
,NHPC,EQ,        75.65,                991229668.83,13055359
,NIACL,EQ,       199.11,               4790999542.96,24334669
,NIBE,EQ,      1342.90,                 31541694.30,23503
,NIBL,EQ,        31.08,                    86097.99,2762
,NICCOPAR,EQ,        79.04,                 32091355.64,394310
,NIDAN,SM,        12.75,                    51550.00,4000
,NIF100BEES,EQ,       264.89,                  9026265.42,34050
,NIF100IETF,EQ,        27.96,                  2429783.25,87022
,NIF500BETA,EQ,        37.31,                   353786.52,9484
,NIFTY1,EQ,       265.54,                 63965950.25,241052
,NIFTY100EW,EQ,        34.95,                  3739435.68,107246
,NIFTYADD,EQ,       252.18,                  2005624.34,7958
,NIFTYAXIS,EQ,       264.93,                 59864151.99,226011
,NIFTYBEES,EQ,       272.56,               2097820385.22,7704816
,NIFTYBETA,EQ,       265.48,                 42521787.73,160139
,NIFTYBETF,EQ,       246.26,                  1042976.15,4236
,NIFTYCASE,EQ,         9.61,                  8691136.72,905524
,NIFTYETF,EQ,       260.05,                 93903234.53,360960
,NIFTYIETF,EQ,       271.22,                180575563.71,666394
,NIFTYJBLK,EQ,        12.29,                  2021173.76,165102
,NIFTYQLITY,EQ,        21.39,                   585050.23,27439
,NIITLTD,EQ,        97.33,                 28988073.59,295739
,NIITMTS,EQ,       223.47,                 29618682.87,131578
,NIKITA,SM,        75.05,                   812760.00,10800
,NILAINFRA,EQ,         6.71,                   709928.18,105470
,NILASPACES,EQ,        12.51,                 22474037.35,1795219
,NILE,EQ,      1471.50,                  6236531.20,4261
,NILKAMAL,EQ,      2063.10,                 33536142.30,16375
,NIMBSPROJ,EQ,       159.92,                 15656810.97,93586
,NINSYS,EQ,       710.95,                  6137106.70,8522
,NIPPOBATRY,EQ,       323.10,                   286039.25,885
,NIRAJ,EQ,        29.00,                   729691.80,25160
,NIRAJISPAT,EQ,       429.65,                   455842.15,1061
,NIRLON,EQ,       649.80,                 14094270.65,21690
,NIRMAN,SM,        28.60,                   391695.00,13800
,NITCO,EQ,        94.30,                 32697188.47,350076
,NITINSPIN,EQ,       623.85,                 64848499.80,103781
,NITIRAJ,EQ,       206.00,                   360520.29,1748
,NITTAGELA,EQ,      1618.20,                  5265674.40,3273
,NIVABUPA,EQ,        80.73,                 29738028.34,365819
,NKIND,EQ,        57.00,                    69179.75,1205
,NLCINDIA,EQ,       275.50,                517460465.65,1874329
,NMDC,EQ,        85.75,               1421988266.69,16726795
,NMSTEEL,SM,        22.90,                   109920.00,4800
,NOCIL,EQ,       169.95,                 70567846.12,416607
,NOIDATOLL,EQ,         4.11,                   252927.28,60960
,NORBTEAEXP,EQ,        65.29,                    15240.21,227
,NORTHARC,EQ,       299.70,                422768720.50,1420849
,NOVAAGRI,BE,        23.51,                  1787120.19,76744
,NOVARTIND,EQ,      1601.50,                 12417737.70,7814
,NPBET,EQ,       285.57,                    15775.16,55
,NPST,EQ,      1690.00,                136283506.80,79415
,NRAIL,EQ,       498.50,                  5792513.25,11677
,NRBBEARING,EQ,       453.55,                 67326552.10,147623
,NRL,BE,       122.00,                 19240899.30,159039
,NRVANDANA,SM,        70.00,                  3738150.00,54000
,NSIL,EQ,      5647.50,                  8220739.00,1451
,NSLNISP,EQ,        45.69,                471595637.94,10189200
,NTCIND,EQ,       134.95,                   284482.77,2148
,NTPCGREEN,EQ,        88.12,                297828306.04,3375911
,NUCLEUS,EQ,       740.65,                  8245437.70,11170
,NURECA,BE,       336.75,                   552776.40,1655
,NUVAMA,EQ,      1841.00,               2662485578.90,1438209
,NUVOCO,EQ,       328.15,                227534437.00,697182
,NV20,EQ,        13.91,                   725958.73,52240
,NV20BEES,EQ,       139.66,                  2046540.20,14681
,NV20IETF,EQ,        13.55,                  3324434.77,245360
,NXST,RR,       167.35,                122899409.83,735708
,NXT-INFRA,IV,        97.00,                  9737500.00,100000
,NYKAA,EQ,       337.40,               1090670648.90,3267663
,OAL,EQ,       457.95,                 23405662.05,51928
,OBCL,EQ,        54.77,                   432675.01,7881
,OBEROIRLTY,EQ,      1866.00,                700255371.60,378206
,OBSCP,SM,       848.05,                 26330620.00,30800
,OCCLLTD,BE,       163.35,                  5557329.29,34223
,ODIGMA,EQ,        23.09,                   232831.08,10264
,ODYCORP,EQ,         7.42,                   359248.38,46452
,OFSS,EQ,     12158.00,               2886689374.00,238698
,OIL,EQ,       498.15,               2131687304.05,4334724
,OILCOUNTUB,BE,        67.67,                 12928035.27,186901
,OILIETF,EQ,        11.30,                 61930030.51,5484945
,OLAELEC,EQ,        38.98,               1745217642.17,44552453
