,02-Sep-2026
The Nifty witnessed an intraday movement of about 127.65 points.The closing index was 0.59 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115184.52
, Traded Quantity (in Lakhs), 49579.15
, Number of Trades, 38764448
, Total Market Capitalisation (Rs. Crores), 48624627.50

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,SATIN,EQ,       218.52,                 33396929.25,153677
,SATIPOLY,ST,        37.05,                    37075.00,1000
,SATKARTAR,SM,       121.70,                  2861800.00,24000
,SATTVAENGG,SM,        62.00,                   501680.00,8000
,SAURASHCEM,EQ,        55.22,                  2574104.28,46410
,SAVY,SM,       135.00,                  3697800.00,27600
,SAWALIYA,SM,       143.25,                  6102180.00,42000
,SAYAJIHOTL,EQ,       303.00,                     3720.55,12
,SAYAJIIND,EQ,       117.48,                    37266.99,326
,SBC,EQ,        42.81,                335095934.22,7904399
,SBCL,EQ,      1050.90,                251561526.00,240612
,SBFC,EQ,        99.23,                173012999.49,1753870
,SBGLP,EQ,        23.29,                   888500.08,37505
,SBIBPB,EQ,        49.25,                  2927638.96,59438
,SBICARD,EQ,       635.15,               1242928086.65,1969265
,SBIETFCON,EQ,       121.20,                 13387487.31,111337
,SBIETFIT,EQ,       343.34,                  5182099.69,15075
,SBIETFPB,EQ,       282.98,                   870428.51,3085
,SBIETFQLTY,EQ,       222.40,                   839796.88,3784
,SBIFUNDS,EQ,       564.70,                434310390.60,772367
,SBILIQETF,EQ,      1054.30,                364131175.94,345377
,SBIMIDMOM,EQ,        63.59,                  5433503.79,85571
,SBINEQWETF,EQ,        33.13,                   350566.56,10591
,SBINMID150,EQ,        23.12,                   420130.69,18181
,SBISILVER,EQ,       220.81,                199397797.99,902253
,SBISMLETF,EQ,        18.24,                   921329.49,50460
,SBIVALETF,EQ,        14.65,                   192463.32,13175
,SCANSTL,BE,        58.02,                  1606739.14,28324
,SCHAEFFLER,EQ,      3967.10,                190567655.30,47965
,SCHAND,EQ,       134.20,                  3572661.83,26812
,SCHNEIDER,EQ,      1169.50,                221159954.10,190208
,SCI,EQ,       288.20,               1298361974.90,4450212
,SCILAL,EQ,        39.47,                  7101650.36,179599
,SCL0182025,NC,      1032.50,                     3112.90,3
,SCL01825,N6,      1078.00,                   214034.00,200
,SCLZC26,NB,      2351.00,                    54073.00,23
,SCML,SM,        83.95,                  6094700.00,73000
,SCODATUBES,EQ,       128.61,                 15654920.46,121615
,SCPL,BE,       637.20,                  4097153.00,6415
,SDBL,EQ,        72.58,                 22914643.56,320158
,SDREAMS,SM,        85.00,                   256100.00,3000
,SEAMECLTD,EQ,      1735.70,                288912064.50,168329
,SECMARK,EQ,       142.78,                   844410.18,5992
,SECURKLOUD,EQ,        17.35,                    81491.72,4671
,SEDEMAC,EQ,      2866.50,                650566407.80,226318
,SEIL,EQ,       201.56,                130993764.51,644724
,SEJALLTD,EQ,       672.85,                  4011802.50,5960
,SEKURITIND,EQ,       113.70,                  1757935.06,15293
,SEL,SM,       299.90,                   778620.00,2600
,SELECTIPO,EQ,        48.42,                  3324950.97,68948
,SELLOWRAP,SM,        66.50,                   106400.00,1600
,SELMC,EQ,        27.43,                   148852.22,5527
,SENCO,EQ,       348.60,                195871884.45,564599
,SENORES,EQ,      1449.50,                247501276.90,170199
,SENSEXADD,EQ,        79.03,                    38201.00,484
,SENSEXAXIS,EQ,        79.56,                    63536.67,799
,SENSEXBETA,EQ,       846.66,                  1118827.73,1320
,SENSEXETF,EQ,        78.96,                  1575626.45,19959
,SENSEXIETF,EQ,       881.04,                 24985812.59,28372
,SEPC,EQ,         5.43,                 48332763.83,9018965
,SERVICE,SM,        70.30,                  2356600.00,34000
,SERVOTECH,EQ,        79.47,                 24280026.63,308764
,SESHAPAPER,EQ,       229.67,                  8773186.24,37976
,SETCO,BE,        17.51,                   776811.32,43962
,SETF10GILT,EQ,       263.88,                   592208.94,2249
,SETFGOLD,EQ,       127.44,                897337414.76,7037496
,SETFNIF50,EQ,       257.65,                287987400.49,1118456
,SETFNIFBK,EQ,       587.97,                 31403403.07,53449
,SETFNN50,EQ,       779.13,                 26530168.49,34177
,SETL,EQ,       374.95,                332167451.45,882005
,SETUINFRA,BZ,         0.53,                    12848.26,24242
,SEYAIND,BE,        12.25,                    45944.86,3788
,SFL,EQ,       646.85,                118786560.00,183379
,SFML,SM,        21.65,                   136480.00,6400
,SGBAPR28I,GB,     14890.48,                  3524341.67,236
,SGBAUG27,GB,     14959.21,                  3554515.18,238
,SGBAUG28V,GB,     14871.55,                 12667152.86,850
,SGBAUG29V,GB,     15108.38,                  1552033.23,103
,SGBAUG30,GB,     15021.48,                  6244375.59,416
,SGBD29VIII,GB,     14961.64,                  3661787.02,244
,SGBDC27VII,GB,     15090.00,                   209460.96,14
,SGBDE30III,GB,     15105.81,                  2162881.41,143
,SGBDE31III,GB,     15314.62,                 23966262.10,1564
,SGBDEC26,GB,     15550.00,                   194851.15,13
,SGBFEB27,GB,     14849.00,                    44584.00,3
,SGBFEB28IX,GB,     14802.11,                    59024.42,4
,SGBFEB29XI,GB,     14849.66,                  2027674.28,136
,SGBFEB32IV,GB,     15553.55,                 34394634.92,2216
,SGBJ28VIII,GB,     14846.31,                  1458313.87,98
,SGBJAN27,GB,     14950.00,                    14950.00,1
,SGBJAN29IX,GB,     14865.81,                 10884168.92,731
,SGBJAN29X,GB,     14891.07,                  3318015.56,223
,SGBJAN30IX,GB,     14999.98,                  4269900.37,285
,SGBJU29III,GB,     14862.97,                  3092503.12,208
,SGBJUL27,GB,     15024.99,                    74729.97,5
,SGBJUL28IV,GB,     14843.67,                  7568780.68,509
,SGBJUL29IV,GB,     14895.64,                  5379103.94,361
,SGBJUN27,GB,     14950.00,                   403442.76,27
,SGBJUN28,GB,     14850.00,                  1532731.15,103
,SGBJUN29II,GB,     14868.88,                  3991313.85,268
,SGBJUN30,GB,     14940.62,                  2798454.32,187
,SGBJUN31I,GB,     15191.80,                 11811361.98,776
,SGBMAR28X,GB,     15000.00,                    75000.00,5
,SGBMAR30X,GB,     14998.00,                  2111000.92,141
,SGBMAR31IV,GB,     15234.75,                  1597457.20,105
,SGBMAY28,GB,     14861.71,                  2245374.73,151
,SGBMAY29I,GB,     14860.91,                 12643371.91,850
,SGBMR29XII,GB,     14903.17,                  2088971.45,140
,SGBN28VIII,GB,     14866.96,                  4093421.71,274
,SGBNV29VII,GB,     14885.57,                  2863500.58,192
,SGBOC28VII,GB,     14870.41,                  1997045.38,134
,SGBOCT26,GB,     15000.00,                    30000.00,2
,SGBOCT27,GB,     14962.00,                   226594.00,15
,SGBOCT27VI,GB,     14770.00,                    14770.00,1
,SGBSEP27,GB,     14915.02,                    89575.07,6
,SGBSEP28VI,GB,     14946.66,                  1902709.94,127
,SGBSEP29VI,GB,     14891.34,                  8517757.85,571
,SGBSEP31II,GB,     15303.26,                 12265612.86,802
,SGFIN,EQ,       674.60,                 78661728.35,116799
,SGIL,EQ,       590.65,                  3998144.75,6679
,SGL,EQ,        10.21,                    35932.92,3454
,SGLRES,EQ,         2.33,                    28159.33,12072
,SGMART,EQ,       827.20,                 93783073.20,112710
,SGRL,EQ,       685.65,                 19947353.05,29477
,SHADOWFAX,EQ,       253.55,                470669462.25,1855864
,SHAH,EQ,         3.57,                  3497698.96,976261
,SHAHALLOYS,EQ,       112.46,                 25050773.91,223823
,SHAILY,EQ,      3172.50,                481635004.70,151078
,SHAKTIPUMP,EQ,       472.35,                120561029.95,254955
,SHALBY,EQ,       151.33,                 14445821.56,95389
,SHALPAINTS,BE,        77.67,                  5271332.36,67729
,SHANKARA,EQ,       147.33,                 12486139.43,85064
,SHANKESH,EQ,        97.95,                891559336.68,9301184
,SHANTI,EQ,         6.29,                    87805.16,13911
,SHANTIGEAR,EQ,       529.85,                 37617856.75,71215
,SHANTIGOLD,EQ,       243.30,                295140225.74,1230246
,SHARDACROP,EQ,       778.30,                 46215860.90,59207
,SHARDAMOTR,EQ,       875.70,                 29434324.75,33554
,SHARDUL,BE,        53.03,                   671052.80,12696
,SHAREINDIA,EQ,       168.48,                 22828167.41,135258
,SHARIABEES,EQ,       456.97,                  3843683.13,8412
,SHBAJRG,EQ,       155.07,                   799627.60,5047
,SHEETAL,SM,       333.75,                  3688675.00,11000
,SHEKHAWATI,BE,        15.30,                   166285.89,10798
,SHEMAROO,BE,       126.78,                  1009271.20,7971
,SHERA,SM,       176.30,                  1409900.00,8000
,SHERVANI,EQ,       342.75,                    19879.50,58
,SHETHJI,SM,       186.55,                 13418050.00,72000
,SHIGAN,SM,        71.10,                   106650.00,1500
,SHILCTECH,EQ,      3995.40,                 70863159.40,17768
,SHILGRAVQ,EQ,       155.12,                   159656.17,1033
,SHILPAMED,EQ,       928.55,               1345123590.55,1465404
,SHINDL,EQ,       160.68,                 50182084.95,311659
,SHIPROCKET,EQ,       133.82,                973408147.87,7254180
,SHIVAAGRO,EQ,        40.80,                    39292.04,1056
,SHIVACEM,EQ,        15.99,                   659791.09,41292
,SHIVALIK,BE,       325.85,                 13429363.80,41241
,SHIVAMAUTO,EQ,        17.85,                   744617.72,41911
,SHIVAMILLS,EQ,        61.15,                    32391.49,534
,SHIVASHRIT,SM,       120.95,                   241500.00,2000
,SHIVATEX,EQ,       180.51,                  1225327.93,6823
,SHIVAUM,EQ,       448.20,                 46935804.60,109000
,SHK,EQ,       148.37,                 87780512.01,594034
,SHKSIL,SM,        33.80,                   402300.00,12000
,SHOPERSTOP,EQ,       381.25,                  6015402.00,15781
,SHRADDHA,EQ,       157.89,                   728182.32,4640
,SHRADHA,EQ,        31.63,                   183632.36,5791
,SHREDIGCEM,EQ,        70.95,                 16099288.07,225107
,SHREEDHAR,ST,       111.20,                  3258000.00,30000
,SHREEJISPG,EQ,       643.40,                499761575.30,772101
,SHREEKARNI,SM,       395.00,                  1254765.00,3150
,SHREEOSFM,SM,        59.00,                   177650.00,3000
,SHREEPUSHK,EQ,       468.05,                 33343172.05,71193
,SHREERAMA,EQ,        41.13,                  1654714.49,40231
,SHREMINVIT,IV,       101.00,                  2525000.00,25000
,SHRENIK,BZ,         0.28,                    80967.20,286599
,SHREYANIND,EQ,       125.71,                   556442.92,4428
,SHRIAHIMSA,ST,       485.60,                  7513920.00,15600
,SHRIKANHA,SM,        22.25,                   569040.00,25600
,SHRIKRISH,EQ,        39.81,                    35577.79,908
,SHRINGARMS,EQ,       216.23,                 31395207.41,144996
,SHRIPISTON,EQ,      4600.40,                430476707.30,95112
,SHRIRAMPPS,EQ,        75.68,                 18554067.76,245690
,SHRITECH,SM,        59.55,                  1665800.00,26000
,SHRJAGP,EQ,       615.55,                   553298.55,896
,SHUBHLAXMI,SM,        18.50,                    18500.00,1000
,SHUBHSHREE,SM,       347.50,                  2432340.00,7200
,SHUKRAPHAR,EQ,        46.79,                135806585.30,2933344
,SHYAMCENT,BE,         5.02,                   204102.67,40748
,SHYAMDHANI,ST,        52.95,                   319000.00,6000
,SHYAMMETL,EQ,      1072.60,                109812813.30,102401
,SHYAMTEL,EQ,        11.12,                   311079.93,27921
,SICAGEN,EQ,        57.93,                  2873798.20,50178
,SICALLOG,BE,       103.70,                  2513957.60,24246
,SIDDHICOTS,SM,        26.75,                   417720.00,15600
,SIDDHIKA,SM,       215.40,                   752900.00,3500
,SIEL,EQ,        32.50,                    13448.83,423
,SIGACHI,EQ,        32.53,                 55680253.17,1728224
,SIGIND,BE,        71.58,                  1875409.58,26413
,SIGMA,EQ,        46.85,                  2547377.60,54352
,SIGMAADV,BE,       772.95,                130288539.20,169732
,SIGNATURE,EQ,       765.30,                135725126.85,177375
,SIGNPOST,EQ,       242.70,                 40383278.30,164552
,SIKA,EQ,       987.40,                 16702969.45,16813
,SIKKO,BE,         5.19,                  2634226.64,515912
,SIL,EQ,        19.67,                  1145933.02,58178
,SILGO,EQ,        71.89,                 22486422.59,317809
,SILINV,EQ,       477.65,                  1154808.75,2397
,SILKFLEX,SM,       261.55,                  6448350.00,25000
,SILKY,SM,        69.40,                   812960.00,12000
,SILLYMONKS,EQ,        15.99,                     1721.59,107
,SILVER,EQ,       225.17,                157081353.12,697460
,SILVER001,EQ,        22.79,                  1383430.86,60488
,SILVER1,EQ,        21.87,                136618716.96,6245962
,SILVER360,EQ,       222.54,                  6789930.33,30512
,SILVERADD,EQ,        21.71,                 56064996.34,2578958
,SILVERAG,EQ,       219.49,                 65382035.84,297870
,SILVERAXIS,EQ,       223.98,                 99037340.08,441304
,SILVERBEES,EQ,       215.45,               4009810188.22,18590941
,SILVERBETA,EQ,       217.48,                178077913.07,818352
,SILVERBND,EQ,       226.02,                  5001131.06,22114
,SILVERCASE,EQ,        22.83,                163044358.62,7130133
,SILVERIETF,EQ,       225.65,                818643825.96,3634029
,SILVERTUC,EQ,       173.81,                 66503980.98,385462
,SIMBHALS,BZ,         8.11,                    92958.42,11462
,SIMCA,ST,       258.00,                  1238700.00,4800
,SIMPLEXINF,EQ,       265.20,                 28687114.30,109146
,SINCLAIR,EQ,        82.67,                  3433463.52,41291
,SINDHUTRAD,EQ,        23.86,                 19971180.68,833375
,SINGERIND,EQ,        74.64,                  2588825.00,34572
,SINTERCOM,EQ,        76.54,                    77381.70,1004
,SIRCA,EQ,       431.25,                 75136192.20,174471
,SIS,EQ,       430.00,                158395481.15,369279
,SITINET,BZ,         0.29,                   263837.54,891034
,SIYSIL,EQ,       550.35,                 21463103.25,39032
,SJLOGISTIC,SM,       315.00,                 14073012.50,44750
,SJS,EQ,      2403.80,                231213694.00,96297
,SJVN,EQ,        63.92,                113047720.12,1760999
,SKFINDIA,EQ,      1532.10,                 43390690.10,28428
,SKFINDUS,EQ,      3039.20,                238543611.00,78757
,SKIPPER,EQ,       537.15,                402369116.10,754042
,SKMEGGPROD,EQ,       261.75,                 49072475.00,186842
,SKP,SM,       148.10,                 10278000.00,68500
,SKYGOLD,EQ,       753.10,                802675998.30,1060004
,SKYTECH,ST,        46.80,                    74880.00,1600
,SKYWAYS,EQ,       129.31,               2291106917.94,17596762
,SLONE,ST,       174.20,                  1250220.00,7200
,SMALL250,EQ,        18.34,                  7063190.94,385602
,SMALLADD,EQ,        18.33,                   858978.56,46783
,SMALLCAP,EQ,        48.47,                 60202620.24,1242548
,SMALLGROWW,EQ,        48.58,                   533353.09,10965
,SMALLIETF,EQ,        18.33,                  1145848.63,62585
,SMARTLINK,BE,       209.37,                  1359332.77,6540
,SMARTWORKS,EQ,       525.45,                 21619074.90,41047
,SMCGLOBAL,EQ,        79.37,                 20842606.10,263104
,SML100CASE,EQ,        11.24,                 13173880.22,1173683
,SMLMAH,EQ,      5318.50,                862517849.50,157903
,SMLT,EQ,        64.61,                   577914.22,8912
,SMSPHARMA,EQ,       373.05,                 65565848.40,176928
,SNEHAA,SM,        46.00,                    46000.00,1000
,SNOWMAN,EQ,        36.07,                  4417404.27,121902
,SNXT30BEES,EQ,        42.60,                   774898.96,18341
,SNXT50BETA,EQ,        94.97,                   130734.26,1391
,SOBHA,EQ,      1230.10,                 92805314.70,75521
,SOCL,SM,        29.00,                   182880.00,6400
,SOFTTECH,EQ,       412.90,                   627023.00,1513
,SOLARA,EQ,       640.35,                224930426.80,350170
,SOLARWORLD,EQ,       142.83,                 30323327.30,213492
,SOLEX,EQ,       712.95,                 23355741.50,32821
,SOMANYCERA,EQ,       570.10,                102951974.25,180890
,SOMATEX,EQ,        88.34,                   826388.70,9355
,SOMICONVEY,EQ,        90.45,                   751948.86,8346
,SONACOMS,EQ,       782.65,               2818463467.45,3609368
,SONAL,EQ,        88.99,                     1417.48,16
,SONAMAC,SM,        32.50,                    32500.00,1000
,SONAMLTD,EQ,        71.44,                 14968668.62,212626
,SONATSOFTW,EQ,       289.30,                232878994.95,813831
,SONUINFRA,ST,        40.35,                   725175.00,18000
,SOTL,EQ,       752.60,               3957087341.90,5145071
,SOUTHBANK,EQ,        45.74,                262571258.81,5752468
,SOUTHWEST,EQ,       206.38,                 12652671.52,61416
,SPAL,EQ,      1072.40,                153385424.20,144792
,SPANDANA,EQ,       235.98,                 18259928.39,77756
,SPARC,EQ,       199.58,                490051777.35,2409904
,SPCENET,EQ,         3.10,                  4729729.63,1503707
,SPCL,SM,        60.70,                   474210.00,7800
,SPEB,SM,        92.00,                   184000.00,2000
,SPECIALITY,BE,       138.09,                  6430203.06,46224
,SPECTRUM,BE,      2148.30,                 12961813.90,6134
,SPECTSTM,SM,        58.45,                   883160.00,15200
,SPELS,EQ,       148.68,                  3756644.39,25327
,SPENCERS,EQ,        28.51,                  1049561.74,36449
,SPIC,EQ,        69.09,                 32352415.60,471117
,SPLIL,EQ,        31.45,                   222143.23,7069
,SPLPETRO,EQ,       721.85,                 60305446.75,83706
,SPMLINFRA,EQ,       174.24,                 35204778.75,201362
,SPORTKING,EQ,       225.74,                 69770150.17,306220
,SPUNWEB,SM,       101.05,                   121260.00,1200
,SRD,EQ,        38.63,                  1487426.40,38691
,SREEL,EQ,       253.70,                  4876632.47,19178
,SRF,EQ,      2598.40,                333951502.50,129379
,SRGHFL,EQ,       246.85,                   440547.50,1741
,SRHHYPOLTD,EQ,       498.20,                  3929316.65,7917
,SRIKPRIND,EQ,        30.42,                  6444630.20,221530
,SRIVASAVI,ST,        73.80,                  1813250.00,25000
,SRM,EQ,       458.30,                 45667007.95,100666
,SRTL,EQ,        36.99,                  4055252.90,108713
,SSDL,EQ,        56.03,                   682625.21,12140
,SSEGL,SM,       406.35,                 17348600.00,43600
,SSFL,ST,       253.00,                  1165500.00,4500
,SSWL,EQ,       349.70,               1554594483.15,4499959
,STALLION,BE,       212.45,                 76578198.87,362563
,STANLEY,EQ,       135.41,                  6594918.83,48527
,STAR,EQ,      1047.80,                339138841.80,327406
,STARCEMENT,EQ,       184.10,                 19582340.25,106376
,STARHEALTH,EQ,       562.95,                138253388.00,246774
,STARPAPER,EQ,       147.16,                  1039724.76,6997
,STARTECK,EQ,       247.90,                     6198.50,25
,STCINDIA,EQ,       112.97,                  5828601.65,51290
,STEELCAS,EQ,       330.75,                 20710178.10,61704
,STEELCITY,EQ,        82.31,                   476037.53,5769
,STEELXIND,EQ,        10.61,                 27959274.49,2631091
,STEL,EQ,       601.45,                  1774820.35,2919
,STERTOOLS,BE,       220.06,                  6174303.16,28250
,STLNETWORK,EQ,        28.01,                 38177492.74,1379678
,STLSTRINF,EQ,        19.57,                    24507.79,1251
,STLTECH,BE,       714.35,               1214078095.45,1724135
,STOVEKRAFT,EQ,       844.40,                101791161.45,120280
,STRIDERS,SM,        62.00,                  3670400.00,59200
,STUDDS,EQ,       433.40,                 25979140.35,60119
,STUDIOLSD,SM,         9.25,                   165900.00,18000
,STYL,EQ,       386.00,                 31075831.75,80614
,STYLAMIND,EQ,      3264.80,                131647339.70,39966
,STYLEBAAZA,EQ,       395.45,                403013692.45,1012868
,STYRENIX,EQ,      1990.80,                 99264066.60,49695
,SUBAHOTELS,SM,       102.35,                  2535060.00,25200
,SUBEXLTD,EQ,        17.57,                 29784139.14,1683676
,SUBROS,EQ,       706.80,                 26195071.50,37033
,SUDARCOLOR,EQ,       388.75,                  2281276.55,5938
,SUDARSCHEM,EQ,      1245.80,                464842297.60,376056
,SUDEEPPHRM,EQ,      1234.00,                433756048.40,344574
,SUKHJITS,EQ,       157.74,                  1723620.72,10837
,SULA,EQ,       148.36,                 30564422.84,207531
,SUMAX,ST,       110.45,                305001960.00,2726400
,SUMEDHA,EQ,        39.07,                    20306.61,520
,SUMEETINDS,EQ,        11.34,                 29358597.91,2604502
,SUMICHEM,EQ,       505.15,                 76577266.55,151724
,SUMIT,EQ,        50.68,                   893795.20,17785
,SUMMITSEC,EQ,      1413.30,                  1896565.10,1347
,SUNCLAY,EQ,      1272.60,                  5124230.80,4019
,SUNDARAM,EQ,         1.23,                   448304.27,361250
,SUNDARMFIN,EQ,      4557.20,                162547018.90,35627
,SUNDRMBRAK,BE,       748.00,                   657199.05,875
,SUNDRMFAST,EQ,      1200.70,                 92915532.40,77604
,SUNDROP,EQ,       653.80,                  4166630.20,6378
,SUNFLAG,EQ,       347.30,                116867089.25,335900
,SUNLITE,SM,       550.00,                  6397920.00,11700
,SUNLOC,EQ,        79.58,                    44562.41,565
,SUNRAKSHAK,EQ,       371.55,                  5003573.45,13513
,SUNREST,SM,        35.00,                   168000.00,4800
,SUNSHIEL,EQ,      1150.00,                  1585751.90,1386
,SUNSHINE,EQ,       445.80,               1104005781.00,2415155
,SUNTECH,SM,        43.85,                   870160.00,19200
,SUNTECK,EQ,       295.50,                 43051164.95,144955
,SUNTV,EQ,       460.60,                124400406.70,270939
,SUPERHOUSE,EQ,       168.37,                   572211.38,3375
,SUPERSPIN,BE,         6.51,                   157810.24,24050
,SUPRAJIT,EQ,       501.30,                 58553955.15,116904
,SUPREME,EQ,        36.96,                  1883703.31,51447
,SUPREMEENG,BZ,         2.93,                   553755.35,188995
,SUPREMEIND,EQ,      3530.60,                627242626.00,177650
,SUPREMEINF,EQ,        84.62,                  2985954.84,35271
,SUPREMEPWR,SM,       214.75,                  5197375.00,24000
,SUPRIYA,EQ,       841.20,                802475858.20,960564
,SUPTANERY,BE,        14.67,                 10408442.04,663473
,SURAJEST,EQ,       189.94,                 14875910.67,78507
,SURAJLTD,EQ,       204.15,                     5108.09,25
,SURAKSHA,EQ,       340.35,                 40056081.45,117448
,SURANASOL,EQ,        26.07,                   812790.76,31079
,SURANAT&P,EQ,        16.03,                   288143.09,17916
,SURANI,SM,       103.10,                   387910.00,3800
,SURYALA,EQ,       414.95,                  1242290.30,3061
,SURYALAXMI,EQ,        60.60,                   195846.98,3224
,SURYAROSNI,EQ,       216.30,                 65809992.25,303758
,SURYODAY,EQ,       151.81,                 22708751.06,150284
,SUTLEJTEX,BE,        38.77,                  1004351.77,25954
,SUVEN,EQ,       372.85,                209739140.10,556245
,SUVIDHAA,EQ,         2.11,                   582423.40,288944
,SUYOG,EQ,       731.35,                 14163789.30,19234
,SUZLON,EQ,        45.46,               2405067310.66,52679194
,SVGLOBAL,EQ,       120.01,                   140776.67,1146
,SVLL,BE,       807.00,                  1734669.15,2150
,SVPGLOB,EQ,         3.62,                    57900.25,15878
,SWANCORP,EQ,       285.40,                136408036.90,479500
,SWANDEF,BE,      2444.70,                 49513141.50,20462
,SWARAJ,BE,       357.40,                 29505363.35,82430
,SWARAJENG,EQ,      3540.90,                 26050856.70,7376
,SWARNSAR,EQ,        34.11,                   107395.25,3122
,SWASTIK,ST,        20.00,                   195840.00,9600
,SWELECTES,EQ,       584.35,                  9078261.80,15634
,SWIGGY,EQ,       267.70,               4534729640.30,16995573
,SWISSMLTRY,EQ,        15.89,                   817137.81,51395
,SWSOLAR,EQ,       187.16,                130681811.84,703828
,SYMBIOTEC,EQ,      1092.80,               8961901059.20,7998317
,SYMPHONY,EQ,       567.75,                 32121257.20,56565
,SYNCOMF,EQ,        21.39,                608480040.01,28986293
,SYNGENE,EQ,       398.60,                237582823.80,593732
,SYNOPTICS,ST,        49.45,                    29670.00,600
,SYRMA,EQ,      1434.00,               1129229063.60,785469
,SYSTANGO,SM,       232.25,                  8320820.00,36000
,SYSTMTXC,BE,        56.82,                    78480.22,1376
,TAALTECH,EQ,      4399.60,                 15807467.30,3630
,TAC,ST,       427.00,                 18929800.00,45400
,TAINWALCHM,EQ,       207.48,                   527363.41,2536
,TAJGVK,EQ,       343.45,                 34224575.75,101607
,TAKE,EQ,        13.86,                  1794232.44,129454
,TALBROAUTO,EQ,       407.40,                 30683475.20,74903
,TAMBOLIIN,BE,       253.00,                   272139.20,1089
,TANAA,EQ,       281.50,                  2517937.20,8882
,TANKUP,ST,      1576.85,                  3532112.50,2250
,TANLA,EQ,       527.85,                157018782.85,296338
,TAPIFRUIT,SM,        49.00,                    73500.00,1500
,TARACHAND,EQ,        47.63,                  2353743.05,49634
,TARAPUR,EQ,        13.04,                   485718.93,37307
,TARC,EQ,       121.29,                105062504.43,872528
,TARIL,EQ,       302.00,                300202138.45,992101
,TARMAT,EQ,        62.78,                  5166350.32,84089
,TARSONS,EQ,       345.35,                 38984769.75,113735
,TASTYBITE,EQ,     10008.00,                 24073797.00,2420
,TATACHEM,EQ,       633.95,                334780433.35,529669
,TATACOMM,EQ,      1710.00,                862875581.40,505913
,TATAELXSI,EQ,      3609.00,                650365305.80,181417
,TATAGOLD,EQ,        14.53,                800239525.06,55019240
,TATAINVEST,EQ,       628.10,                 70624511.00,112437
,TATATECH,EQ,       813.25,                764042918.05,947143
,TATSILV,EQ,        21.88,                714492265.42,32620921
,TATVA,EQ,      1616.90,                 66826498.20,41870
,TAURIAN,ST,       509.60,                 26458480.00,51200
,TBI,SM,        71.15,                  5058390.00,70800
,TBOTEK,EQ,      1700.00,                267231222.00,156687
,TBZ,EQ,       418.25,              11277729164.40,27976693
,TCC,EQ,       233.31,                 62420053.15,267452
,TCHF30,NB,      1090.00,                     2180.00,2
,TCI,EQ,       869.10,                 13010804.75,14924
,TCIEXP,EQ,       544.35,                 33824238.30,61910
,TCIFINANCE,BE,        15.20,                   120481.36,7965
,TCL,SM,       125.70,                  2415360.00,19200
,TCPLPACK,EQ,      4000.30,                 51192978.10,12897
,TDPOWERSYS,EQ,       735.05,                827897965.85,1116065
,TEAMGTY,EQ,       244.44,                    51467.57,211
,TEAMLEASE,EQ,      1252.70,                 17803157.70,14205
,TEAMTECH,ST,       141.00,                  4968100.00,36000
,TECH,EQ,        34.14,                  3656592.68,107714
,TECHD,SM,       535.70,                 10140810.00,18900
,TECHERA,SM,       166.95,                  2284840.00,13600
,TECHLABS,SM,       117.65,                  1323187.50,11500
,TECHNOCRAF,EQ,       376.10,                453378950.70,1206752
,TECHNOE,EQ,       969.95,                 76067295.90,78529
,TECHNVISN,EQ,      5112.00,                   927603.50,181
,TECILCHEM,EQ,         9.89,                  1232772.38,120586
,TEGA,EQ,      1539.70,                 93373922.50,60419
,TEJA,SM,       238.05,                 18980880.00,81000
,TEJASCARGO,SM,       405.00,                   162000.00,400
,TEJASNET,EQ,       548.85,               1127033766.90,2071490
,TEMBO,EQ,        56.67,                249574900.60,4407998
,TEMPSENS,EQ,       566.30,               9025753711.00,15878807
,TENNIND,EQ,       519.80,               1159935799.70,2271705
,TERAI,EQ,       133.98,                    48946.02,367
,TERASOFT,EQ,       290.55,                  4626615.40,15985
,TEXINFRA,EQ,       113.96,                 19300706.83,169201
,TEXMOPIPES,EQ,        45.67,                   803198.27,17558
,TEXRAIL,EQ,       113.65,                281131936.33,2481981
,TFCILTD,EQ,       146.14,               2140673443.29,14852059
,TFL,EQ,        12.44,                   100561.72,8146
,TGBHOTELS,EQ,         9.67,                   226424.23,24199
,TGL,ST,        18.75,                  1140550.00,61200
,TGVSL,EQ,       103.35,                  7498676.94,72480
,THACKER,BE,      1000.00,                   110550.00,102
,THAKDEV,EQ,       138.09,                   170057.03,1156
,THANGAMAYL,EQ,      5238.00,                612356722.00,116329
,THEINVEST,EQ,        94.60,                   280529.42,2915
,THEJO,EQ,      2098.70,                  5900321.70,2835
,THELEELA,EQ,       569.90,                 85915081.80,151712
,THEMISMED,EQ,       124.15,                 13557332.82,107957
,THERMAX,EQ,      3752.50,                509201279.60,134165
,THESL,ST,        17.00,                   153150.00,9000
,THOMASCOOK,EQ,       106.09,                134569728.53,1264084
,THOMASCOTT,EQ,       267.05,                  4862478.40,18552
,THYROCARE,EQ,       576.75,                199088902.15,344774
,TI,EQ,       552.35,                316325620.65,582156
,TICL,BE,         8.23,                   876925.62,108161
,TIGERLOGS,EQ,        28.25,                   811316.04,28811
,TIIL,EQ,      3262.00,                132078971.80,40346
,TIINDIA,EQ,      2720.00,                752559873.30,278336
,TIJARIA,EQ,         7.58,                  7792445.34,1007554
