MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,MUNISH FORGE LIMITED,        82.25,        84.95,        86.00,        83.15,        83.15,                  5866320.00,69600,N, ,35,       143.00,        50.20
N,MUNJAL AUTO IND. LTD.,       115.46,       114.49,       117.00,       112.20,       113.44,                 43918137.47,386696,N, ,5369,       130.60,        67.20
N,MUNJAL SHOWA LTD,       128.90,       129.30,       130.00,       127.30,       129.20,                  3511438.93,27263,N, ,464,       150.90,       110.30
N,MURUDESHWAR CERAMICS LTD,        30.12,        30.00,        30.45,        29.66,        29.88,                   316441.14,10584,N, ,119,        47.50,        25.16
N,MUTHOOT CAP SERV LTD,       245.24,       246.46,       249.95,       238.01,       241.22,                  2719143.73,11241,N, ,398,       303.00,       175.25
N,MUTHOOT MICROFIN LIMITED,       196.21,       196.00,       204.00,       193.35,       203.20,                 57993495.87,289137,N, ,7931,       262.77,       141.20
N,MV ELECTROSYSTEMS LIMITED,       713.70,       708.95,       724.50,       675.40,       686.05,               1012225582.80,1444414,N, ,30245,       780.00,       516.55
N,MANOJ VAIBHAV GEM N JEW L,       162.37,       161.90,       166.93,       158.00,       161.76,                 13695561.99,84333,N, ,1892,       214.79,       129.10
N,M.V.K. AGRO FOOD PROD LTD,       204.20,       214.40,       214.40,       214.40,       214.40,                 20775360.00,96900,N, ,102,       819.00,       152.05
N,MANGALAM WORLDWIDE LTD,        37.71,        37.80,        39.84,        37.30,        39.20,                 22799614.29,584088,N, ,3395,       395.50,        34.50
N,NACL INDUSTRIES LIMITED,       168.61,       169.00,       171.92,       165.99,       167.40,                 39414602.37,236134,N, ,4138,       283.90,       112.62
N,NAGREEKA CAP & INFR.LTD,        23.18,        23.40,        23.40,        22.60,        23.24,                     7216.76,312,N, ,41,        42.75,        19.30
N,NAGREEKA EXPORTS LTD.,        22.00,        21.91,        22.35,        21.10,        21.35,                   437984.97,20300,N, ,189,        40.00,        17.50
N,NAHAR CAP & FIN.,       258.00,       258.00,       260.00,       254.00,       258.80,                   328895.95,1289,N, ,34,       307.00,       191.00
N,NAHAR INDS ENT LTD,       134.32,       134.99,       134.99,       131.41,       133.86,                  1311254.62,9869,N, ,274,       154.00,        83.05
N,NAHAR POLY FILMS LIMITED,       250.13,       251.00,       252.58,       244.28,       250.37,                  2368536.25,9520,N, ,281,       338.80,       200.00
N,NAHAR SPINNING MILLS LTD.,       299.55,       300.70,       301.10,       294.00,       294.95,                  6510741.65,21882,N, ,917,       349.00,       149.20
N,NIPPON L I A M LTD,      1178.90,      1166.20,      1172.50,      1146.80,      1171.50,               1856368012.40,1599776,N, ,33661,      1269.50,       785.45
N,NAMAN INDUSTRE PRXIMA LTD,        41.55,        41.50,        41.50,        40.00,        40.00,                    65200.00,1600,N, ,2,        99.90,        37.00
N,NARMADA AGROBASE LIMITED,        13.85,        13.78,        13.95,        13.55,        13.63,                  2949857.62,216101,N, ,828,        45.17,        13.01
N,NATURAL CAPSULES LIMITED,       201.37,       201.37,       219.00,       194.59,       216.18,                  6991096.64,32916,N, ,1099,       296.00,       136.36
N,NATCO PHARMA LTD.,       849.20,       848.00,       857.35,       833.50,       843.25,                397680774.70,472795,N, ,40683,      1226.80,       789.00
N,NATH BIO-GENES (I) LTD,       152.30,       153.27,       153.94,       152.00,       152.55,                   734889.54,4814,N, ,257,       204.00,       126.15
N,NATIONAL ALUMINIUM CO LTD,       372.00,       371.65,       373.50,       367.50,       370.00,               1646979920.15,4447742,N, ,71785,       445.15,       186.75
N,NATIONAL STAND (INDIA) L,       105.31,       107.70,       107.70,       103.25,       103.94,                  2700339.47,25843,N, ,678,      1519.95,        98.27
N,INFO EDGE (I) LTD,      1356.00,      1330.10,      1352.40,      1314.80,      1343.70,               1940878804.20,1456671,N, ,68370,      1433.60,       908.30
N,NAVA LIMITED,       563.60,       563.00,       563.00,       556.20,       560.75,                 60798511.00,108634,N, ,4292,       739.40,       501.65
N,NAVIN FLUORINE INT. LTD,      8636.00,      8605.00,      8645.00,      8275.50,      8542.50,               1842422589.00,217819,N, ,38394,      8775.50,      4498.50
N,NAVKAR CORPORATION LTD.,        95.65,        95.98,        96.50,        94.86,        95.47,                 17010369.68,178227,N, ,1999,       132.50,        74.05
N,NAVNEET EDUCATION LTD,       133.95,       133.95,       134.90,       130.35,       133.91,                 47178821.81,356332,N, ,3753,       168.50,       121.50
N,NAZARA TECHNOLOGIES LTD,       367.65,       363.10,       367.60,       360.10,       366.00,                310127589.60,851024,N, ,15007,      1177.90,       215.70
N,NBCC (INDIA) LIMITED,        85.20,        84.80,        85.22,        83.84,        85.00,                358623697.24,4241099,N, ,24243,       125.85,        77.18
N,N.B.I. IND. FIN. CO. LTD,      1966.40,      1933.20,      2000.00,      1925.70,      1986.20,                   875377.80,444,N, ,50,      2991.00,      1539.00
N,NCC LIMITED,       146.46,       145.50,       146.43,       141.85,       142.53,                257396676.37,1800066,N, ,22573,       222.31,       130.00
N,NCL INDUSTRIES LIMITED,       174.15,       174.83,       176.40,       172.52,       174.94,                  7431020.02,42536,N, ,2960,       220.39,       147.50
N,NAGA DHUNSERI GROUP LTD,      2733.20,      2733.00,      2800.00,      2701.10,      2743.90,                   421129.40,153,N, ,28,      4085.00,      2100.00
N,NANDAN DENIM LIMITED,         2.85,         2.86,         2.89,         2.82,         2.85,                  2599141.01,915190,N, ,1013,         3.75,         1.80
N,NDL VENTURES LIMITED,       122.99,       121.10,       122.98,       119.30,       120.91,                   465211.80,3844,N, ,89,       140.00,        80.00
N,NDR AUTO COMPONENTS LTD,       722.40,       720.00,       725.00,       713.70,       719.15,                  7329092.75,10211,N, ,1386,      1186.60,       605.05
N,NDTV LTD,        71.42,        71.02,        71.50,        69.90,        70.84,                  5365138.99,76014,N, ,1027,       159.53,        58.75
N,NECTAR LIFESCIENCES LTD.,        12.13,        12.13,        12.58,        11.66,        12.31,                  3703323.58,306974,N, ,531,        22.40,         9.30
N,NEELAM LINENS & GAR (I) L,         7.00,         6.80,         6.80,         6.65,         6.65,                   642300.00,96000,N, ,16,        22.00,         6.65
N,NELCAST LIMITED,       116.39,       116.09,       119.00,       114.91,       117.58,                  8737348.41,74954,N, ,2092,       173.20,        85.98
N,NELCO LTD,       924.35,       925.00,       953.30,       918.55,       929.65,                181174629.45,193155,N, ,9760,      1120.00,       500.10
N,NEOGEN CHEMICALS LIMITED,      2153.90,      2147.50,      2166.30,      2113.10,      2136.40,                134506156.00,62823,N, ,12982,      2483.90,       966.70
N,NEPHRO CARE INDIA LIMITED,       100.70,       100.00,       100.00,        85.35,        97.00,                  5052520.00,54000,N, ,106,       173.95,        50.05
N,NEPHROCARE HEALTH SERV L,       689.60,       695.00,       699.25,       677.60,       692.70,                116198321.30,168797,N, ,14452,       769.75,       446.00
N,NEPTUNE PETROCHEMICALS L,       177.00,       178.55,       178.55,       178.50,       178.50,                   178525.00,1000,N, ,2,       246.90,       137.00
N,NESCO LTD.,      1044.00,      1049.90,      1050.00,      1029.40,      1038.40,                 20018998.30,19259,N, ,2724,      1638.90,       996.00
N,NETWEB TECH INDIA LTD,      5136.50,      5133.00,      5216.50,      5064.00,      5110.00,               6529850636.50,1273170,N, ,99150,      5813.00,      2200.10
N,NETWORK18 MEDIA & INV LTD,        28.05,        27.77,        27.90,        27.16,        27.24,                126703041.25,4631562,N, ,13165,        58.10,        27.01
N,NEULAND LAB LTD.,     23025.00,     23045.00,     23320.00,     22880.00,     22960.00,                914676040.00,39701,N, ,14080,     23881.00,     11500.00
N,NEWGEN SOFTWARE TECH LTD,       532.05,       526.70,       529.75,       517.70,       519.30,                339840465.20,652094,N, ,17528,      1041.95,       401.05
N,NEXT MEDIAWORKS LIMITED,         4.27,         4.29,         4.30,         4.09,         4.21,                   195346.35,46900,N, ,207,         8.48,         3.16
N,NATIONAL FERT. LTD,        70.53,        70.29,        70.29,        69.51,        69.98,                 29140676.19,417453,N, ,2983,       102.97,        63.35
N,NFP SAMPOORNA FOODS LTD,        20.65,        20.65,        21.45,        20.50,        21.45,                   334200.00,16000,N, ,8,        54.50,        20.45
N,NAKODA GROUP OF IND. LTD,        39.50,        39.50,        40.85,        39.25,        39.41,                    34036.26,863,N, ,23,        43.89,        22.01
N,NGL FINE CHEM LIMITED,      2657.60,      2664.30,      2745.00,      2575.10,      2688.70,                 29883578.30,11220,N, ,2206,      3602.00,      1271.00
N,NARAYANA HRUDAYALAYA LTD.,      1938.70,      1929.10,      1940.80,      1911.40,      1922.70,                582199049.00,302703,N, ,25910,      2093.30,      1589.00
N,NHPC LTD,        76.30,        75.75,        76.64,        75.09,        75.65,                991229668.83,13055359,N, ,63394,        89.22,        71.62
N,THE NEW INDIA ASSU CO LTD,       185.77,       185.45,       201.40,       182.41,       199.11,               4790999542.96,24334669,N, ,168134,       218.00,       116.97
N,NIBE LIMITED,      1355.90,      1356.00,      1356.10,      1330.00,      1342.90,                 31541694.30,23503,N, ,2643,      1848.00,       809.60
N,NRB INDUS. BEARINGS LTD.,        30.82,        30.51,        31.85,        30.51,        31.08,                    86097.99,2762,N, ,88,        40.80,        24.06
N,NICCO PARKS & RESORTS LTD,        82.06,        81.50,        82.00,        75.25,        79.04,                 32091355.64,394310,N, ,181,        98.99,        72.00
N,NIDAN LABS AND HEALTH LTD,        13.15,        13.00,        13.10,        12.70,        12.75,                    51550.00,4000,N, ,4,        24.90,        11.50
N,NIIT LIMITED,       101.25,       100.89,       100.89,        97.10,        97.33,                 28988073.59,295739,N, ,3402,       116.40,        49.00
N,NIIT LEARNING SYSTEMS LTD,       230.16,       230.04,       230.07,       221.95,       223.47,                 29618682.87,131578,N, ,4629,       443.90,       203.30
N,NIKITA GRENTEC RECYCL LTD,        76.90,        75.25,        76.50,        75.05,        75.05,                   812760.00,10800,N, ,6,       156.00,        67.15
N,NILA INFRASTRUCTURES LTD,         6.76,         6.70,         6.76,         6.66,         6.71,                   709928.18,105470,N, ,343,        11.55,         5.90
N,NILA SPACES LIMITED,        12.73,        12.68,        12.99,        12.20,        12.51,                 22474037.35,1795219,N, ,3434,        20.47,        11.35
N,NILE LTD.,      1474.50,      1500.00,      1500.00,      1437.10,      1471.50,                  6236531.20,4261,N, ,765,      2018.90,      1437.10
N,NILKAMAL LIMITED,      2034.00,      2031.00,      2074.00,      2007.00,      2063.10,                 33536142.30,16375,N, ,2820,      2118.60,      1050.50
N,NIMBUS PROJECTS LIMITED,       168.01,       170.81,       170.81,       159.61,       159.92,                 15656810.97,93586,N, ,409,       231.23,       159.61
N,NINTEC SYSTEMS LIMITED,       710.35,       710.00,       745.85,       707.00,       710.95,                  6137106.70,8522,N, ,978,       935.00,       281.05
N,INDO-NATIONAL LIMITED,       328.05,       325.00,       328.00,       321.20,       323.10,                   286039.25,885,N, ,74,       505.90,       257.00
N,NIRAJ CEMENT STRUC LTD,        29.27,        29.41,        29.93,        28.25,        29.00,                   729691.80,25160,N, ,154,        51.98,        20.15
N,NIRAJ ISPAT IND LTD,       390.60,       428.00,       429.65,       428.00,       429.65,                   455842.15,1061,N, ,26,       485.75,       155.00
N,NIRLON LTD,       649.45,       652.00,       652.00,       647.00,       649.80,                 14094270.65,21690,N, ,895,       657.00,       604.60
N,NIRMAN AGRI GENTICS LTD,        28.55,        28.20,        28.75,        28.20,        28.60,                   391695.00,13800,N, ,26,       231.00,        28.00
N,NITCO LIMITED,        93.43,        93.28,        95.00,        91.51,        94.30,                 32697188.47,350076,N, ,2841,       126.00,        64.00
N,NITIN SPINNERS LIMITED,       630.75,       629.75,       637.50,       617.90,       623.85,                 64848499.80,103781,N, ,4255,       647.85,       302.20
N,NITIRAJ ENGINEERS LTD,       204.50,       209.95,       209.95,       201.05,       206.00,                   360520.29,1748,N, ,60,       236.98,       168.00
N,NITTA GELATIN INDIA LTD.,      1631.40,      1630.70,      1643.90,      1591.00,      1618.20,                  5265674.40,3273,N, ,748,      2087.20,       837.05
N,NIVA BUPA HEALTH INS CO L,        82.30,        83.00,        83.47,        80.51,        80.73,                 29738028.34,365819,N, ,7769,        91.40,        67.50
N,NK INDUSTRIES LTD,        57.24,        55.70,        60.40,        55.25,        57.00,                    69179.75,1205,N, ,24,        87.78,        49.66
N,NLC INDIA LIMITED,       274.30,       274.00,       278.90,       271.10,       275.50,                517460465.65,1874329,N, ,42138,       387.80,       224.95
N,NMDC LTD.,        85.69,        84.90,        85.75,        84.25,        85.75,               1421988266.69,16726795,N, ,49293,        97.49,        68.83
N,NEWMALAYALAM STEEL LTD,        22.85,        22.85,        22.95,        22.85,        22.90,                   109920.00,4800,N, ,3,        39.15,        17.40
N,NOCIL LIMITED,       169.62,       169.62,       171.31,       166.98,       169.95,                 70567846.12,416607,N, ,6678,       204.50,       125.31
N,NOIDA TOLL BRIDGE CO LTD,         4.23,         4.23,         4.30,         4.01,         4.11,                   252927.28,60960,N, ,286,         7.43,         2.87
N,NORBEN TEA & EXPORTS LTD,        65.46,        65.46,        67.80,        65.22,        65.29,                    15240.21,227,N, ,21,        99.35,        40.00
N,NORTHERN ARC CAPITAL LTD,       299.50,       298.15,       303.15,       292.10,       299.70,                422768720.50,1420849,N, ,18957,       334.00,       206.00
N,NOVARTIS INDIA LIMITED,      1582.10,      1585.00,      1614.00,      1560.20,      1601.50,                 12417737.70,7814,N, ,1200,      1780.00,      1356.80
N,NETWORK PEOPLE SRV TECH L,      1655.60,      1655.60,      1753.00,      1642.50,      1690.00,                136283506.80,79415,N, ,8796,      2208.60,       846.60
N,N R AGARWAL INDS LTD,       495.90,       492.25,       507.90,       487.00,       498.50,                  5792513.25,11677,N, ,587,       574.00,       357.30
N,NRB BEARING LIMITED,       458.25,       459.00,       463.40,       451.05,       453.55,                 67326552.10,147623,N, ,5203,       503.90,       212.55
N,N R VANDANA TEX IND LTD,        68.95,        68.80,        70.00,        68.80,        70.00,                  3738150.00,54000,N, ,11,        82.90,        41.00
N,NALWA SONS INVESTMENT LTD,      5696.00,      5690.00,      5753.00,      5616.00,      5647.50,                  8220739.00,1451,N, ,263,      6050.00,      4700.00
N,NMDC STEEL LIMITED,        45.61,        45.55,        47.24,        45.11,        45.69,                471595637.94,10189200,N, ,34542,        53.75,        33.01
N,N T C INDUSTRIES LTD.,       133.21,       131.00,       137.00,       130.00,       134.95,                   284482.77,2148,N, ,69,       155.00,       126.30
N,NTPC GREEN ENERGY LIMITED,        89.21,        89.11,        89.12,        88.00,        88.12,                297828306.04,3375911,N, ,57409,       119.95,        84.00
N,NUCLEUS SOFTWARE EXPORTS,       740.70,       732.50,       743.90,       732.50,       740.65,                  8245437.70,11170,N, ,827,      1084.80,       682.00
N,NUVAMA WEALTH MANAGE LTD,      1785.00,      1785.00,      1903.90,      1751.70,      1841.00,               2662485578.90,1438209,N, ,82997,      7640.00,      1096.90
N,NUVOCO VISTAS CORP LTD,       322.85,       322.50,       331.90,       317.05,       328.15,                227534437.00,697182,N, ,17889,       477.50,       276.25
N,NEXUS SELECT TRUST,       167.28,       167.40,       167.90,       166.71,       167.35,                122899409.83,735708,N, ,7276,       191.90,       143.50
N,NXT-INFRA TRUST,        97.00,        97.75,        97.75,        97.00,        97.00,                  9737500.00,100000,N, ,3,       100.05,        93.85
N,FSN E COMMERCE VENTURES,       338.50,       335.05,       337.40,       329.75,       337.40,               1090670648.90,3267663,N, ,48135,       349.55,       227.90
N,ORIENTAL AROMATICS LTD,       446.30,       442.05,       464.80,       432.25,       457.95,                 23405662.05,51928,N, ,2223,       492.70,       228.00
N,OBCL LIMITED,        55.04,        55.90,        55.90,        54.70,        54.77,                   432675.01,7881,N, ,64,        62.00,        46.51
N,OBEROI REALTY LIMITED,      1880.70,      1869.00,      1869.00,      1828.90,      1866.00,                700255371.60,378206,N, ,30546,      1986.10,      1391.20
N,OBSC PERFECTION LIMITED,       860.80,       843.05,       871.95,       840.00,       848.05,                 26330620.00,30800,N, ,73,       921.00,       269.95
N,ODIGMA CONSULTANCY SOL L,        23.16,        22.35,        23.15,        22.35,        23.09,                   232831.08,10264,N, ,310,        56.09,        20.00
N,ODYSSEY CORPORATION LTD.,         7.12,         7.48,         8.00,         7.14,         7.42,                   359248.38,46452,N, ,97,         8.48,         5.71
N,ORACLE FIN SERV SOFT LTD.,     12187.00,     12141.00,     12199.00,     11951.00,     12158.00,               2886689374.00,238698,N, ,35639,     12540.00,      6234.50
N,OIL INDIA LTD,       490.00,       495.00,       499.50,       484.15,       498.15,               2131687304.05,4334724,N, ,111618,       531.00,       388.80
N,OLA ELECTRIC MOBILITY LTD,        40.51,        40.20,        40.25,        38.80,        38.98,               1745217642.17,44552453,N, ,90424,        71.25,        22.25
N,OLECTRA GREENTECH LIMITED,      1247.30,      1247.30,      1249.80,      1226.10,      1238.90,                285062001.30,230590,N, ,18856,      1714.20,       866.60
N,ONECLICK LOGISTICS IND L,       418.20,       415.00,       430.00,       407.00,       411.80,                 13090200.00,32000,N, ,66,       479.90,       210.50
N,OMAX AUTOS LTD,       184.48,       183.50,       189.00,       181.81,       187.09,                  5005927.56,26860,N, ,948,       263.40,        84.50
N,OMAXE LIMITED,       126.77,       125.00,       136.00,       123.38,       132.67,               3870344519.62,29571125,N, ,155327,       138.10,        62.50
N,OMFURN INDIA LIMITED,        59.45,        56.50,        56.55,        56.50,        56.50,                   406860.00,7200,N, ,6,       140.00,        38.00
N,OM INFRA LIMITED,        82.04,        83.46,        83.46,        80.15,        81.84,                  1632818.40,19943,N, ,611,       144.00,        71.50
N,OMNITECH ENGINEERING LTD,       535.60,       538.00,       548.40,       527.00,       543.15,                201084241.20,373850,N, ,13560,       764.85,       176.25
N,OM POWER TRANSMISSION LTD,       169.08,       169.00,       175.03,       162.90,       171.86,                 13011424.70,76844,N, ,1233,       206.00,       158.01
N,ON DOOR CONCEPTS LIMITED,       299.00,       297.90,       297.90,       283.05,       286.05,                  2666940.00,9300,N, ,23,       317.00,       100.00
N,ONE GLOBAL SERVICE PROV L,       514.15,       510.55,       520.00,       501.00,       502.05,                  9713488.75,19205,N, ,1015,       580.00,       501.00
N,ONE POINT ONE SOL LTD,        54.74,        54.70,        54.81,        53.76,        54.61,                 24376848.16,448452,N, ,1390,        65.85,        40.58
N,ONESOURCE SPECL PHARMA L,      1527.90,      1530.00,      1564.00,      1509.00,      1544.40,                209349895.80,136288,N, ,22029,      1925.00,      1057.00
N,ONIDA ELECTRONICS LIMITED,        35.63,        35.50,        36.20,        34.99,        35.57,                  8586687.11,242327,N, ,1310,        49.23,        21.50
N,ONIX SOLAR ENERGY LTD.,       348.35,       360.00,       365.75,       358.05,       365.75,                 91624490.45,252187,N, ,2073,       393.95,       262.45
N,ONWARD TECHNOLOGIES LTD,       283.90,       281.10,       286.00,       277.50,       284.55,                  7432266.55,26315,N, ,698,       357.00,       208.25
N,OPTIEMUS INFRACOM LTD,       582.80,       582.70,       585.00,       569.00,       571.00,                 40878393.40,70937,N, ,4067,       713.00,       288.00
N,OPTIMUS FINANCE LTD.,        13.20,        12.56,        13.50,        12.56,        13.16,                   316650.38,24221,N, ,101,        14.78,        11.25
N,OPTIMYSTIX ENT INDIA LTD,       169.85,       165.40,       165.40,       147.00,       147.90,                 39329520.00,257600,N, ,237,       195.00,       147.00
N,ORCHASP LIMITED,         1.40,         1.40,         1.45,         1.35,         1.40,                   162706.13,116260,N, ,145,         4.16,         1.25
N,ORCHID PHARMA LIMITED,       947.90,       946.00,       954.95,       931.35,       938.05,                 37653810.20,39875,N, ,3162,      1133.00,       480.00
N,ORIANA POWER LIMITED,      1240.10,      1225.05,      1247.90,      1209.95,      1221.90,                 41702595.00,34050,N, ,378,      3064.00,      1174.95
N,ORICON ENTERPRISES LTD,        53.30,        53.43,        54.44,        52.20,        54.20,                   463469.24,8648,N, ,188,        73.12,        48.81
N,ORIENTAL TRIMEX LTD,         4.96,         5.06,         5.06,         4.76,         4.98,                   368378.64,74893,N, ,385,        11.99,         4.40
N,ORIENT BELL LIMITED,       390.45,       390.45,       405.00,       386.25,       400.65,                 18643447.55,46905,N, ,2452,       413.35,       246.55
N,ORIENT CEMENT LTD.,       128.16,       128.49,       128.79,       126.25,       127.70,                 15844778.28,124129,N, ,1691,       237.29,       122.32
N,ORIENT CERATECH LIMITED,        43.20,        43.80,        44.39,        42.93,        43.78,                  2387703.53,54517,N, ,1692,        56.64,        34.00
N,ORIENT ELECTRIC LIMITED,       177.66,       178.54,       181.90,       175.01,       179.35,                 28961556.32,162963,N, ,5643,       219.00,       149.05
N,ORIENT HOTELS LTD,       138.65,       138.44,       141.90,       136.95,       141.32,                170449333.68,1214254,N, ,4080,       149.50,        80.00
N,ORIENT PAPER AND INDS LTD,        16.78,        16.73,        16.84,        16.45,        16.65,                  2167407.89,130048,N, ,443,        29.00,        13.25
N,ORIENT TECHNOLOGIES LTD,       238.46,       238.46,       238.46,       233.61,       236.36,                 19587477.77,83273,N, ,2389,       513.40,       220.80
N,ORIENTAL RAIL INFRA L,       124.79,       124.00,       127.95,       123.42,       125.37,                  9535649.83,75670,N, ,1121,       142.00,       102.80
N,ORISSA MIN DEV CO LTD,      4325.00,      4321.00,      4340.90,      4260.70,      4308.60,                 20343131.40,4729,N, ,1306,      6138.90,      3100.50
N,ORKLA INDIA LIMITED,       584.50,       583.95,       593.95,       577.50,       590.90,                 39251105.65,66831,N, ,5350,       760.00,       533.25
N,ORTIN GLOBAL LIMITED,        15.86,        15.36,        15.86,        15.36,        15.43,                    45990.24,2952,N, ,24,        21.30,        10.66
N,OSEL DEVICES LIMITED,       372.60,       376.95,       389.00,       360.00,       363.55,                 10274550.00,27800,N, ,110,       835.00,       357.15
N,OSWAL AGRO MILLS LTD,        36.90,        36.53,        37.40,        36.53,        36.89,                   890207.68,24071,N, ,137,        81.00,        33.40
N,OSWAL GREENTECH LIMITED,        20.41,        20.69,        20.69,        20.11,        20.46,                  1226781.37,60322,N, ,386,        43.79,        19.66
N,OSWAL PUMPS LIMITED,       291.35,       289.80,       289.95,       275.20,       278.30,                296621005.40,1056339,N, ,28655,       846.00,       275.20
N,SHREEOSWAL S AND CHE LTD,        11.40,        11.20,        11.90,        11.20,        11.80,                   931039.93,80227,N, ,253,        20.28,         9.66
N,PACE DIGITEK LIMITED,       166.37,       167.00,       167.00,       163.41,       164.88,                 90153758.97,547183,N, ,7099,       231.95,       139.81
N,PACIFIC INDUSTRIES LTD.,       136.02,       141.00,       141.00,       137.00,       137.05,                    40675.05,293,N, ,17,       160.00,       111.15
N,PAGE INDUSTRIES LTD,     35675.00,     35500.00,     36325.00,     35220.00,     36200.00,                698726110.00,19411,N, ,9609,     45890.00,     29805.00
N,PAISALO DIGITAL LIMITED,        67.07,        66.96,        68.15,        65.61,        66.52,                657040474.20,9805048,N, ,24027,        77.39,        30.00
N,PAKKA LIMITED,        76.68,        76.98,        77.00,        74.50,        75.80,                  4235295.26,55938,N, ,1901,       178.84,        69.10
N,PALASH SECURITIES LTD,        90.77,        90.00,        90.00,        88.10,        88.98,                   131016.92,1459,N, ,96,       134.80,        79.01
N,PANACEA BIOTEC LTD,       390.90,       389.95,       389.95,       370.05,       382.35,                117894533.30,311504,N, ,8217,       647.00,       292.40
N,PANAMA PETROCHEM LTD,       487.05,       486.75,       496.80,       482.10,       489.75,                151640331.85,309631,N, ,9108,       599.60,       229.00
N,PANCHMAHAL STEEL LTD.,       292.10,       292.00,       300.00,       292.00,       300.00,                    86197.75,290,N, ,22,       331.00,       275.00
N,PANORAMA STUDIOS INTL. L,        42.57,        42.63,        43.79,        40.00,        41.59,                  5510617.92,131992,N, ,898,        51.00,        40.00
N,PANSARI DEVELOPERS LTD,       303.80,       305.00,       308.05,       290.00,       296.10,                   495638.20,1656,N, ,33,       388.90,       233.30
N,PAR DRUGS AND CHEM LTD,       140.60,       146.00,       168.72,       146.00,       168.25,                240372058.77,1507861,N, ,21216,       168.72,        78.05
N,PARAMOUNT COMM LTD,        63.45,        63.47,        65.20,        62.64,        64.16,                 75844079.79,1184196,N, ,6649,        75.70,        28.30
N,PARADEEP PHOSPHATES LTD,       157.51,       156.62,       157.69,       153.51,       156.19,                446438214.94,2874257,N, ,28211,       231.00,        99.70
N,PARAG MILK FOODS LTD.,       259.10,       257.05,       263.80,       248.35,       254.90,                523244355.65,2039126,N, ,26429,       376.95,       177.84
N,PARAGON FINE S.C. LTD.,        48.05,        48.00,        48.00,        48.00,        48.00,                   230400.00,4800,N, ,1,        63.00,        34.10
N,PARAMOUNT DYE TEC LIMITED,        31.90,        33.45,        33.45,        33.45,        33.45,                   120420.00,3600,N, ,3,        64.00,        29.85
N,PARAS DEF AND SPCE TECH L,      1380.10,      1380.00,      1420.00,      1363.80,      1413.10,               1259362995.10,901120,N, ,42785,      1585.00,       580.50
N,PARAS PETROFILS LTD.,         2.10,         2.13,         2.15,         2.08,         2.11,                   265167.64,125641,N, ,303,         3.23,         1.53
N,PARIN ENTERPRISES LIMITED,       710.00,       709.95,       715.00,       709.95,       712.50,                  2136212.50,3000,N, ,11,       748.00,       440.00
N,PARK MEDI WORLD LIMITED,       280.50,       280.50,       284.70,       274.30,       276.75,                137782894.50,496312,N, ,11366,       305.00,       138.10
N,PARKHOTELS,       111.92,       111.56,       116.00,       110.81,       114.05,                 16033284.84,141887,N, ,1824,       164.10,        95.10
N,PARNAX LAB LTD.,       140.78,       143.00,       144.90,       134.01,       137.23,                  1306853.24,9197,N, ,213,       144.90,       108.03
N,PARTH ELEC & ENG LTD,       530.05,       520.00,       545.00,       505.00,       542.05,                 15507580.00,29200,N, ,55,       545.00,       188.55
N,PASHUPATI COTSPIN LIMITED,        83.10,        83.70,        83.70,        82.50,        83.06,                   730017.84,8777,N, ,817,      1036.40,        67.75
N,PATANJALI FOODS LIMITED,       345.80,       344.90,       345.00,       339.10,       345.00,               1362629964.55,3980958,N, ,22281,      1845.00,       328.20
N,PATEL ENGINEERING LTD.,        27.76,        27.70,        27.72,        26.21,        26.86,                 94330973.19,3474743,N, ,7309,        42.77,        22.00
N,PATEL RETAIL LIMITED,       223.14,       221.55,       222.90,       215.40,       216.42,                 48340712.62,222326,N, ,2201,       269.30,       150.25
N,PATIL AUTOMATION LIMITED,       253.00,       245.05,       284.50,       243.00,       275.05,                 75916260.00,280200,N, ,427,       284.50,       112.05
N,PAUSHAK LIMITED,       801.60,       802.00,       820.00,       771.70,       785.70,                 33113230.30,41615,N, ,3875,       824.00,       342.50
N,PAVNA INDUSTRIES LIMITED,        17.17,        17.26,        17.94,        16.00,        17.23,                  1409573.97,83740,N, ,465,        43.80,        14.11
N,ONE 97 COMMUNICATIONS LTD,      1633.50,      1628.10,      1633.30,      1594.20,      1619.00,               4830851624.30,3008191,N, ,91787,      1732.30,       930.60
N,P B M POLYTEX LTD.,        64.41,        62.60,        62.60,        58.00,        59.26,                   102432.83,1728,N, ,83,        72.20,        56.53
N,PCBL CHEMICAL LIMITED,       317.50,       316.70,       316.80,       310.70,       315.30,                272817627.40,867848,N, ,13727,       425.95,       226.50
N,PETRO CARBON AND CHEMI L,       405.85,       405.85,       420.00,       405.85,       416.85,                  9261860.00,22400,N, ,39,       420.00,       168.40
N,PC JEWELLER LTD,        10.32,        10.30,        10.39,         9.98,        10.18,               2797179502.04,274840339,N, ,81554,        15.38,         7.47
N,PUDUMJEE PAPER PRO. LTD,        92.57,        92.50,        92.50,        89.81,        90.92,                  6762366.93,74507,N, ,1214,       136.00,        65.00
N,PDS LIMITED,       359.85,       362.00,       362.00,       350.80,       351.85,                 32230241.15,90855,N, ,6099,       418.50,       246.05
N,PEARL POLYMERS LTD,        15.05,        15.50,        15.50,        15.00,        15.25,                   828228.86,54336,N, ,56,        35.02,         5.15
